 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd,, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, min_seg_size_forward, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23439,1,1,50,110,50,50,0,0,0,0,32,40,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,50,1,110,-1,-1,0,32,0,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23468,1,1,51,67,51,51,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24067,1,1,51,147,51,51,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,51,1,147,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,509,1,1,51,112,51,51,0,0,0,0,20,20,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49232,1,1,62,78,62,62,0,0,0,0,40,20,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,62,1,78,-1,-1,0,40,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,96060,1,1,49,344,49,49,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,49,1,344,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,48003,1,1,44,121,44,44,0,0,0,0,32,20,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,44,1,121,-1,-1,0,32,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,120478,1,1,42,131,42,42,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,42,1,131,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49792,1,1,44,60,44,44,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,44,1,60,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,117166300,2,2,85,388,45,40,0,0,0,0,72,64,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,2,85,2,388,-1,-1,1,32,0,0,0,72,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24162,1,1,62,132,62,62,0,0,0,0,40,32,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,62,1,132,-1,-1,0,40,0,0,0,40,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,71786,1,1,44,211,44,44,0,0,0,0,20,20,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,44,1,211,-1,-1,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,570,1,1,59,120,59,59,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,59,1,120,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,30387,1,1,46,62,46,46,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24118,1,1,66,98,66,66,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,66,1,98,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24221,1,1,66,122,66,66,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,66,1,122,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,47752,1,1,51,159,51,51,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,51,1,159,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,82063301,2,2,88,120,46,42,0,0,0,0,64,64,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,52223,1,1,44,72,44,44,0,0,0,0,32,40,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,44,1,72,-1,-1,0,32,0,0,0,32,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23804,1,1,45,173,45,45,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,45,1,173,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,95685,1,1,49,112,49,49,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,49,1,112,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,130687,1,1,49,158,49,49,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,49,1,158,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,185203,1,1,53,165,53,53,0,0,0,0,32,20,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,53,1,165,-1,-1,0,32,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,47076,1,1,45,125,45,45,0,0,0,0,40,20,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,45,1,125,-1,-1,0,40,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,84581,1,1,49,248,49,49,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,49,1,248,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,71412,1,1,44,151,44,44,0,0,0,0,20,20,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,44,1,151,-1,-1,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,122144,1,1,45,182,45,45,0,0,0,0,40,32,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,45,1,182,-1,-1,0,40,0,0,0,40,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,47456,1,1,46,154,46,46,0,0,0,0,40,20,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,46,1,154,-1,-1,0,40,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,47575,1,1,46,148,46,46,0,0,0,0,40,32,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,1,46,1,148,-1,-1,0,40,0,0,0,40,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,118329412,2,2,90,241,48,42,0,0,0,0,64,52,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,90,2,241,-1,-1,1,32,0,0,0,64,52,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23899,1,1,54,70,54,54,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,54,1,70,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,109137551,2,2,107,289,64,43,0,0,0,0,64,60,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,107,2,289,-1,-1,1,32,0,0,0,64,60,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,109699957,2,2,99,184,54,45,0,0,0,0,52,52,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,2,99,2,184,-1,-1,1,20,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,61068,1,1,46,135,46,46,0,0,0,0,32,32,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,46,1,135,-1,-1,0,32,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,73058,1,1,46,180,46,46,0,0,0,0,32,20,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,46,1,180,-1,-1,0,32,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,46461,1,1,64,117,64,64,0,0,0,0,32,20,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0,0,0,32,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23800,1,1,92,124,92,92,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,92,1,124,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23741,1,1,47,175,47,47,0,0,0,0,20,32,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,47,1,175,-1,-1,0,20,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,48606,1,1,92,174,92,92,0,0,0,0,20,20,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,1,92,1,174,-1,-1,0,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,98,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,136,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,51,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5055055,6,3,611,166,517,0,0,0,0,0,132,72,0,0,0,1,0,0,0,0,0,132,0,0,0,0,0,0,6,611,3,166,8192,60,5,20,0,0,0,132,72,0,0,0,1,0,0,0,0,0,0,1,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,118407187,34,46,2046,47859,313,6,1,0,0,0,680,1028,0,1,0,0,1,0,0,0,1,680,0,0,0,0,0,0,34,2046,46,47859,303,158,33,20,0,0,0,680,1028,0,1,0,0,1,0,0,0,1,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,88205159,8,11,462,470,153,6,1,0,0,0,160,220,0,1,0,0,1,0,0,0,1,160,0,0,0,0,0,0,8,462,11,470,254,558,7,20,0,0,0,160,220,0,1,0,0,1,0,0,0,1,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,171,2,2,98,130,49,49,0,0,0,0,64,64,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,98,2,130,-1,-1,1,32,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,23843,2,2,58,180,29,29,0,0,0,0,40,64,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,58,2,180,-1,-1,1,20,0,0,0,40,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,263,2,2,82,210,41,41,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,82,2,210,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49044,4,2,124,264,31,31,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,124,2,264,-1,-1,3,20,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,48774,4,2,120,188,30,30,0,0,0,0,80,64,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,120,2,188,-1,-1,3,20,0,0,0,80,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,176,2,2,60,188,30,30,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,60,2,188,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,194,2,2,82,210,41,41,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,82,2,210,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,48875,4,2,124,264,31,31,0,0,0,0,80,40,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,4,124,2,264,-1,-1,3,20,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24452,4,4,132,1068,33,33,0,0,0,0,80,80,0,0,0,0,0,0,0,0,1,80,0,0,0,0,0,0,4,132,4,1068,-1,-1,3,20,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,216,2,2,136,392,68,68,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,136,2,392,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,298,2,2,82,210,41,41,0,0,0,0,64,64,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,2,82,2,210,-1,-1,1,32,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49048,4,2,124,264,31,31,0,0,0,0,104,80,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,4,124,2,264,-1,-1,3,20,0,0,0,104,80,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,278,2,2,72,328,36,36,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,216,2,2,72,328,36,36,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8080,994398,3,3,0,18,0,0,0,0,0,0,92,60,0,0,0,1,0,0,0,0,1,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,92,60,0,0,0,1,0,0,0,0,0,0,1,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,159,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,134,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,125,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,64,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,112,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,94,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,85,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,88,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,0,1,1,6,6,6,6,0,0,0,0,20,20,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,1,6,1,6,252,114,0,20,0,0,0,20,20,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,110,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,61,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,108,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,139,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,3797,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,134,2,0,12,0,6,6,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,2,12,0,0,251,-1,1,20,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3,2,0,124,0,62,62,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36380,3,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,1,1,0,0,0,64,0,0,0,0,0,0,2,0,0,0,243,-1,0,32,0,0,0,64,0,0,0,0,0,1,1,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36381,160,1,2,0,0,0,0,0,0,0,0,32,64,0,0,0,0,1,1,0,0,2,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0,0,0,32,64,0,0,0,0,1,1,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49371,3,2,0,124,0,62,62,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,124,0,0,-1,-1,1,32,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53532,197,1,2,0,0,0,0,0,0,0,0,32,64,0,0,0,0,1,1,0,0,2,32,0,0,0,0,0,0,1,0,2,0,269,65535,0,32,0,0,0,32,64,0,0,0,0,1,1,0,0,0,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,111885090,40,20,8060,6320,403,0,1,0,0,0,1280,640,0,1,0,0,1,0,0,0,0,1280,0,0,0,0,0,0,40,8060,20,6320,955,2078,19,32,0,0,0,1280,640,0,1,0,0,1,0,0,0,1,0,0,1,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,122,2,2,46,46,23,23,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,46,2,46,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,177,2,2,46,46,23,23,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,46,2,46,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,161,2,2,46,46,23,23,0,0,0,0,40,40,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,2,46,2,46,-1,-1,1,20,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
